Question
Buka jam berapa kak? Kamis ini
"Permisi, saya mahasiswa yang mencari naskah kuno untuk tugas kuliah. Kalau di perpustakaan ini apa ada naskah kuno yang sudah didigitasi / discan yang boleh dipinjam? Terimakasih."
"Permisi, saya mahasiswa yang mencari naskah kuno untuk tugas kuliah. Kalau di perpustakaan ini apa ada naskah kuno yang sudah didigitasi / discan yang boleh dipinjam? Terimakasih."
Hari ini buka tidak ya?
besok buka nggak ya?
hari ini. natal buka ga?
Hari libur sekolah tutup kah?
Hari libur buka gak?
"Untuk akses menuju kesana, halte Trans Jogja terdekat berjarak berapa m dari perpustakaan ya kak?"
Cara untuk memperpanjang waktu peminjaman buku secara online bagaimana ya?
Ini kalo mau pinjam di perpustakaan keliling caranya gmn sih? nyari tau jadwal perpus keliling nya gmn? eh dimanaa?
Boleh bawa makanan & minuman? Minimal umur anak brp ya utk dtg berkunjung?
"Kak kalau sendiri malam malam apakah a
aman?"
Ada koleksi buku pertanian dan perkebunan ga ya?
Ada koleksi buku pertanian dan perkebunan ga ya?
"Oya kak, mau tanya nih kami dari Komunitas Yogyakarta Mengajar akan mengadakan acara festival budaya anak diTBY. Saya perwakilan pengurus mau bertanya, jika kami mengajukan proposal bantuan dana ke Dinas Kebudayaan untuk acara tsb pada tanggal"
Apakah ada buku2 motivator2 dunia atau indonesia?
Senin buka jam berapa ya?
cara menyambungkan ke wifi bagaimana ya?
Hari Kamis besok buka jam berapa ya?
Perpustakaanya beneran buka 24 jam kah?
Kak ada buku ttg pembelajaran tematik tidak?
besok tanggal 10 Nov buka apa tidak?
"jadwal buka perpusnya kapan aja ya,?"
Hari sabtu buka dari jam barapa ya?
"Besokkan libur maulud, buka gak ya?"
Ada koleksi buku keperawatan tidak?
Permisi kak apa ada buku referensi tentang pancasila dan kewarganegaraan?
Halo. Disini tersedia buku untuk universitas atau jurnal gak ya?
"Halo mau bertanya, kalau hari Minggu perpustakaannya buka jam berapa? 
Terima kasih sebelumnya."
buka jam berapa ya?
Untuk diperpustakaan ini ada rak penyimpanan barang ngga ya?
Adakah komputer yg dapat digunakan pengunjung? Kalo ada pelayanan sampai jam berapa?
Apakah ada komputer yang dapat digunakan oleh pengunjung?
"Kalau pinjam buku disini bagaimana caranya, dan kalau ada kartu anggota nya buat nya gimana?"
"Selamat malam, selain pelajar & mahasiswa, bisa kah karyawan/umum menjadi anggota perpustakaan? Syarat2nya apa aja ya? Apakah hrs KTP Yogyakarta? Makasih 🙏🙏"
Kalo balikin bukunya telat lebih dari satu hari dendanya berapa? Saya kelupaan nih buat mngembalikan
Untuk jam buka baca buku perpustakaan jm berapa ya kak
Kalau sore pembuatan kartu perpus msih bisa gak yah?
Hari minggu libur ga kak??
Apakah disini ada buku novel ayat ayat cinta 2?
"Jaminan peminjaman buku, KTM bisa tidak ?"
"Kak mau tanya, disini ada jurnal atau skripsi yang bisa bikin referensi buat skripsi tidak ya kak?
Dan boleh dipinjam tidak ya?"
adakah buku novel ayat ayat cinta 2?
"Selamat malam kak, apa disana ada koleksi jurnal ??"
"Permisi, apakah perpustakaan jogja membuka lowongan magang untuk mahasiswa?"
Syarat bikin kartu anggota apa saja ya? Berbayar atau tidak?
Klo jam pulang kantor/sekolah rame ga ya?
"D sana ada ruangan buat kumpul gak kak ? Soalnya komunitas ku mau kumpul bahas tentang buku, bagaimana kak ?"
Boleh pinjem buku gak?
kak minggu buka jam berapa ya?
Tempat presentasi apakah ada?
Hari jumat tetep buka ? Trus jumat tutup jam berapa ?
no hp atau wa untuk memperpanjang buku brp y?
hari ini tgl 18 agustus buka gak?
Hari minggu besok buka nggak ya
Beneran buka 24 jam ya?
Kak kalo mau pinjam buku tapi belum punya ktp bagaimana?
Tanggal 17 agustus tutup nggak?
Cara akses wifinya gimana ya?
Apakah ada mushola ?
Hari Minggu buka jam berapa?
Kak hari minggu perpus kota buka tidak ya ? Kalau buka jam operasoionalnya jam brp ya ? Terimakasih
"Kak hari minggu perpus kota buka atau tidak, kalau buka jam brp ya ?"
"Saya punya buku2 bekas , apa perpustakaan mau menerima sumbangan buku2 bekas"
Ada musholla nya gak ya?
Kalau mau menyumbangkan buku ke perpus daerah bisa gak? Apa ada kriteria buku yg bisa disumbangkan? Mohon infonya. Thanks
Apakah kartu keanggotaan grahatama pustaka berlaku disini?
Apa saja manfaat menjadi anggota?
Jam pelayana sampai jam berapa?
Apakah komputernya terinstal software photoshop original ?
Kak kalau mau masuk bayar nya brp kak ? Bisa melayani pinjam buku tdk ya untk dibawa pulang
"Kalo bukan domisili yogya,, boleh pinjam buku gak?"
Kak hari ini buka apa tutup? Kalo buka jmbrpa? Soalnya tadi saya kesana to kayak ada acaraaa .
Hari ini pelayanan perpus tutup jam 8 atau 9 atau jm brp ya?
"Selemat pagi kak, kalau mau meminjam buku di Perpustakaan Jogja sayaratnya apa aja ya kak?"
Apakah hari ini benar tutup?
"Untuk hari ini, sore masih buka tidak?"
Hari ini buka ga ?
"Kak, apa buku2 yang di stock opname sudah di keluarkan?"
Cara peminjaman ruang di perpus bagaimana?
Hari ini cuma buka sampe jam set 3 doang?
"jika ingin membaca saja ditempat dan mengerjakan tugas, prosedurnya bagaimana yah?"
Kak mau nanya hari ini dan pas hari puasa tetap buka?
Besok hari pertama puasa tutup nggak ya?
Kalau besok buka nggak ya?
masuk sana bayar?
Besok jumat libur ga?
Besok jumat libur ya?
Hari pemilu besok buka tidak ya?
Pemilu buka tidak ga?
"Hari minggu gini, yg buka halaman luarnya atau bagian dalam perpusnya ya? Mohon infonya, terimakasi"
boleh bawa makanan atau minuman dari luar ga ya? kayak calais atau chatime gt?
Cara buat kartu anggotanya di mana kak
Kalau untuk libur UNBK ini apakah buka?tapi saya tidak ada kartu anggota
Dan jika ada lewat mana memasukan surat nya kak? Terimakasih kak
"Assalammualaikum. Perkenalkan kak saya olivia dari komunitas yogyakarta mengajar, saya mau nanya kak apakah perpustakaan daerah mempunyai aula atau gedung yg bisa di pinjamkan untuk perihal TM relawan Yogyakarta Mengajar 2019?"
Kak kalo wifian sampai malam Pasword dan username nya minta dmna ya?
Senin kenapa buka jam 13 ya? kok malah siang bukanya?
"apakah ada arena untuk anak, koleksi buku anak, dll"
Untuk perpanjang masa peminjaman by phone hubungi kemana yaa????
Masuknya Gratis apa bayar kak?
Hari ini buka ngga ya?
Hari ini buka ngga ya?
Syarat untuk punya kartu anggota apa? Bayar gak?
Boleh pinjam buku untuk dibawa pulang gak? Cuma untuk sampai 4 hari?
Selamat malam. Kak apa kalau mau wawancara dengan pihak atau pengurus perpustakaan kota Yogyakarta bisa?
Kalo hari minggu tetep bisa minjem buku nggak??
Libur Imlek apakah tetap buka?
Kenapa halaman loginnya nggak bisa kebuka di laptop ya
"apakah perpus ini punya perpustakaan keliling untuk semua umur, jika ada apakah bisa diundang ke sekolah-sekolah"
Disini ada koleksi buku2 teknik sipil gak ya ? Butuh literatur skripsi
Hari ini libur tidak ya?
Senin buka gak ya gan?
Malam tahun baru buka tidak ya?
Malam tahun baru buka nga ?
mba hari ini buka gak?
ada komik/ manga gk disitu?
Kalo natal buka ga ya
"Saya belum pernah kesini, apakah harus menjadi anggota agar bisa membaca buku disini? Kalo iya bagaimana caranya?"
Apakah ada tafsir al quran yang berbahasa indonesia
Untuk pinjam buku persyarattan ny apa saja?
Apakah ada buku novel remaja disana?
Bagaimana cara memperpanjang waktu pinjaman buku tanpa hrs datang ke perpustakaan.
untuk koran kontan datang pukul berapa ya? thanks
"kalo mau urus bebas perpus, kira kira dilayani sampe malam gk ?"
Apakah orang bukan luar jogja boleh membuat kartu anggota perpustakaan?
Kenapa hari senin perpustakaan kota buka jam 1 siang?
Kalo hari sabtu tutup jam berapa ya mas??
"Apakah wifinya ada di dalam gedung juga?
Dan apakah boleh membawa leptop ke dalam gedung??"
Ada kantinnya gak ya?
Sehari harinya rame banget yaa di dalam gedungnya??
Sehari harinya rame banget yaa di dalam gedungnya??
Kalau sekarang buka nggak kak?
ada musholah ga ya?
Ada buku lawas 90an gk ya?
Bagaimana langkah membuat kartu anggota ?
Bagaimana cara membuat kartu anggota ?
Gimana caranya jdi anggota kalo gak punya ktp jogja???
Hari minggu buka tidak?
"Kalau jam kerja peminjaman buku sampai jam brpa??? 
Terimakasih:)"
Bisa buka opac di rumah ga?
Apakah di perpustakaan kota ada buku tentang kweekschool (?)
Apakah hari ini mati lampu?
Bagaimana cara mendapatkan akses wifi ?
Bagaimana cara mendapatkan akses wifi ?
bagaimana cara mendapatkan akses wifi ?
"Kalo mau pinjem buku, syaratnya apa saja yaa min? Terimakasiih"
Hari ini buka nggak?
kak untuk sekarang tutup tidak ya
Baca di perpus kota harus serahin ktp?
hari minggu buka ga ya
Web nya kok tdk bisa di buka ya?
"Maaf kak, untuk pengumuman calon tenaga perpustakaannya bisa dilihat dimna ya?"
Ada lowongan tenaga pustakawan ya mbak? Masukin lamaran di front office kan ya?
Pukul berapa perpustakaan jogja dibuka
"mau tanya,bisa nggak ya memperpanjang buku lewat sms atau online"
kalau bukan ktp jogja apakah boleh di pinjam bawa pulang ?
Bisa buat magang nggak ya?
Hari minggu buka atau tidak?
"Apakah di perpustakaan kota terdapat buku tetang sbmptn atau kumpulan soal lainnya? 
Terimakasih atas infonya"
"Kalau ingin mengajukan buku gratis utk Taman Baca Masyarakat, apakah bisa?
Bagaimana alurnya?"
Ada buku pelajaran SMA kurikulum 2013 nggak ya?
apakah boleh makan/minum di dalam perpustakaan?
Besok buka engga?
Raisa bisa untuk berapa orang ya min?
Apakah sudah buka
Apakah hari ini perpustakaan kota Jogja sudah buka?
Apakah hari ini perpustakaan sudah buka?
Lebaran ini perpus buka tanggal berapa ya?
Hari ini buka gak ya?
Apakah ada buku untuk anak anak?
"Hy ina anak baru nih di jogja lagi nyari2 tmpat perpus kebetuln ini bru ktmu..ina mnta ptunjuk dong lngkah 2 nya msuk perpus it apa sperti biasa nya..dan kelengkapan buku nya gimna
Mksih ..."
Kalau bulan ramadhan Hari senin buka jam berapa ya?
Kalau hari minggu selama bulan ramadhan tutupnya jam berapa?
"Kalau bulan ramadhan, malamnya buka atau engga?"
Kalaj tanggal merah gini tutup tidak ya?
Kalau hari puasa buka sampai jam berapa? Ada tempat penitipan barang agak besar seperti untuk ransel carrier nggak?
Halo! kalau pakai wifi free ya? harus daftar apa dulu gitu kah?
"Mohon info,, hari Senin kan pelayanan baru buka jam 13.00,, Jika ingin menggunakan layanan wifi di luar gedung perpus sebelum jam 13.00, di mana harus minta username dan password-nya? 
Terima kasih."
Kalau mau urus surat perpus daerah bisa kesini ga? Yang buat kelulusan
Kalau mau urus surat perpus daerah bisa kesini ga? Yang buat kelulusan
Ada katalog online yg free akses ga ? (blm jd anggota) atau harus anggota dulu?
"Permisi, saya mau bertanya. Apabila saya ingin mengadakan penelitian di perpustakaan ini untuk tugas akhir kuliah saya, apa ada syarat dan ketentuan yang berlaku?"
Tempat parkir mobil ada tidak??
"Maaf mau bertanya hari ini perpus kota buka apa tidak yah? Soalnya inikan tanggal merah.. 
Terimakasih"
Pelayanan pembuatan kartu perpustakaan dilayani jam berapa ya.?
maaf hari ini buka tidak ya
"Mau tanya cara perpanjangan masa pinjam buku secara online
Hubungi ke no mana ya?
Terimakasih"
apakah Perpus Kota ada buku Metode Penelitian karya Sugiyono? terimakasih
Kalau hari wafat isa almasih tutyp atau buka?
Apakah tersedia novel2 fiksi terjemahan? Berapa lama waktu pinjam buku utk dibawa pulang?
Hari minggu buka nggk?
Ada buku skripsi jg gk?
Hari minggu buka enggak min?
Maaf mau nnya. . Untuk pembuatan kartu anggota perpus lama gak yah? Biar bisa mnjem buku
Maaf mau nnya. . Bikin kartu anggotanyaa lama gak ya? Biar bisa mnjem buku
Apakah hari ini buka? Mengingat kemarin hari raya Imlek. Terimakasih.
Hari ini buka tidak ya? Kok di google bilangnya open
Hari besar buka atau tutup???
Hari ini buka pas imlek?
"Mau tanya, apakah ad buku kunci identifikasi makrozoobentos di perairan? Kalo ada, apakah boleh dipinjam? Terimakasih."
Jam 10 kok belum buka ya?
bukunya bisa dipijam tidak?
hari ini buka sampai jam brpa?
Hari ini masih buka nggak?
hari minggu apakah perpustakaan tetap buka sampai pukul 20.00 ?
"maaf,hari bulan desember ini buka nggak ya?"
"Maaf ka mau nanya, perpustakaan hari ini sudah buka belum ???"
Hari ini buka ngga ya
hari ini tanggal 24 desember perpstakaan buka nda?
kalo inginn buat kartu member ya bayar berapa ya... dan untuk ktp luar jogja apa harus pakek surat domisil / surat kerja
"Apakah, libur anak anak sekolah
Perpustakaan, tetap buka ?"
Saya berniat ingin pkl disana apakah bisa dan bagaimana prosedurnya ya?
Boleh pinjam buku maksimal berapa
"Saya, mau nyumbang buku kuliah, drpd tidak kepake, bisa gak ya?"
"Slamat pagi kak
Hari ini seharusnya sy mengembalikan buku, tapi kan kalo hari libur nasional perpustakaanny tutup
Kalo sy balikin bsok sy nggak bisa pinjem buku saat pengembalian buku yaa kak?
Bagaimana ya kak?"
kalau telat balikin buku kena denda nggak ya ?
Minggu buka ga ya? Cara pinjemnya gimana? Bayar gak?
Apa sarat untuk meminjam buku disini ? apa harus warga yogya ?
Kalau hari jumat istirahat dari jam berapa sampai jam berapa? Mohon dijawab.terimakasih
"Buku etika bisnis dlm islam, mustaq Ahmad ada tidak??"
Hari buka jam berapa kak ??
Hari minggu tetap buka?
Ada wifi kan? Free atau pake password atau bayar?
"Saya mau tanya, kalau buku anak ada nggak ya?"
Bisa pinjam buku nggak ? Caranya bagaimana ? syarat pendaftaran anggota perpustakaan apa ya ? Apakah bisa mahasiwa yag kuliah di bantul dengan ktp luar provinsi yogyakarta mendaftar jadi anggota perpustakaan.
Bisa pinjam buku gak?
Hari ini buka nggak ya kak? Soalnya hari libur nasional
"Minta informasinya donk ada kamus bahasa Belandanya nggak ya,makasih"

Question
Apakah ada nomor yang bisa di hubungi?
Untuk buku2 tentang teknik mesin ada tidak?
bisa buat nugas ga?
apakah sekarang mash di buka untuk umum ya? dan apakah hari mingg juga buka?
Masuknya gratis kan ya? Ada tempat parkirnya juga?
Besok buka layanan?
Arsip majalah dan koran nya hanya lingkup jogja aja atau ada yang nasional ya?
Kalo masuk boleh bawa makanan ga ya?
Apakah ada tempat charger laptop?
Adakah buku memahami ilmu pendidikan?
Disini ada buku tentang sejarah masjid ghede Kauman gak?
Boleh ga sih datang kesini buat ngerjain tugas?
Boleh ngga sih merekam didalam Jogja library center?
"Assalaamu alaikum wr.wb
Apakah ada buku fiqihcetakan I karangan Kyai Haji Ahamad Dahlan pendiri organisasi Muhammadiyah"
Kalau parkir disebelah mana?tq
Tutup jam berapa?
apakah saat ini dibuka untuk umum?
di masa pandemi ini masih buka ngga ya?
Untuk mengakses arsip koran apakah ada persyaratannya?
Apakah JLC sekarang sdh buka lagi?
Apakah bisa langsung datang?
